grid_id,lon,lat,region,period,scenario,temp_mean_annual_c,precip_annual_mm,precip_max_daily_mm,consecutive_dry_days,heat_stress_days
72,-52.0,-17.75,mato_grosso,baseline,historical,26.034964420017225,1843.101138124527,81.45045025812826,85.82048646380187,40.0
73,-51.75,-17.75,mato_grosso,baseline,historical,26.672440283542144,1937.570304590652,77.45614250421858,89.64012480250932,56.0
74,-51.5,-17.75,mato_grosso,baseline,historical,26.512809529949703,1734.3382787709374,46.66368256469847,93.58730621666484,36.0
75,-51.25,-17.75,mato_grosso,baseline,historical,26.759436358048443,1318.0488353886662,62.36027119846078,108.50764831049253,31.0
76,-51.0,-17.75,mato_grosso,baseline,historical,26.25645425786651,2099.1236614195413,104.22186972240432,143.03960950511464,32.0
77,-50.75,-17.75,mato_grosso,baseline,historical,26.52006080970247,1911.9216139619432,42.800987062400566,134.0753395658056,25.0
78,-50.5,-17.75,mato_grosso,baseline,historical,26.73023362600325,1584.7595732538095,69.67369300768588,132.69026782156783,35.0
79,-50.25,-17.75,mato_grosso,baseline,historical,26.309512005843843,1718.3839685126834,77.00559887420472,92.14227047562105,38.0
80,-60.0,-17.5,mato_grosso,baseline,historical,26.602984754336735,1354.9273842936534,119.87243734583132,105.69791034487801,30.0
81,-59.75,-17.5,mato_grosso,baseline,historical,26.099569223955903,1497.5051667948337,100.37207530992738,126.03079690284893,44.0
82,-59.5,-17.5,mato_grosso,baseline,historical,26.234061666481615,1643.7848012210632,73.856589458938,103.52276959605891,43.0
83,-59.25,-17.5,mato_grosso,baseline,historical,26.225653845136648,2173.6544488122504,111.09027394231103,112.27160822324177,30.0
84,-59.0,-17.5,mato_grosso,baseline,historical,25.85930805692083,1613.2771878619624,70.1896835899776,130.26473654401798,36.0
85,-58.75,-17.5,mato_grosso,baseline,historical,26.616573513789408,1997.1923029268328,105.18199607468011,110.51145220073667,38.0
86,-58.5,-17.5,mato_grosso,baseline,historical,26.186204844344672,1643.6333442697312,57.82245508153969,124.88225895831985,37.0
87,-58.25,-17.5,mato_grosso,baseline,historical,26.403058250863356,1879.5124733837674,106.46515663578315,159.04898063125844,34.0
88,-58.0,-17.5,mato_grosso,baseline,historical,26.613771893943557,1762.7095544850645,76.87732709058028,114.93429925609429,33.0
89,-57.75,-17.5,mato_grosso,baseline,historical,26.598374926649374,2067.0451851560283,64.42991518117461,148.7142144737494,36.0
90,-57.5,-17.5,mato_grosso,baseline,historical,26.696859196473653,1644.6848036626377,80.65712773847372,133.21502091345317,32.0
91,-57.25,-17.5,mato_grosso,baseline,historical,26.35311742940666,1333.3697301274728,90.54688359440429,82.54971939360006,35.0
92,-57.0,-17.5,mato_grosso,baseline,historical,26.206951657016027,1390.5434957191153,75.10503138948576,91.67734349918112,38.0
93,-56.75,-17.5,mato_grosso,baseline,historical,26.36156270252802,1645.5649569453778,96.07907011990648,98.39087215402182,32.0
94,-56.5,-17.5,mato_grosso,baseline,historical,25.638135402154784,1430.4102139247893,73.34012232671866,97.85989630744965,23.0
95,-56.25,-17.5,mato_grosso,baseline,historical,25.746235284845508,1928.1918098320705,97.40744787862715,116.97352557809887,35.0
96,-56.0,-17.5,mato_grosso,baseline,historical,25.802221071876417,1665.3977556707819,93.844441240732,134.5968704328148,38.0
97,-55.75,-17.5,mato_grosso,baseline,historical,25.94867482501523,2517.5101701361345,83.7815389058413,150.6097296483873,41.0
98,-55.5,-17.5,mato_grosso,baseline,historical,26.577334299461445,1283.8138265870655,76.172353752681,126.93514644889629,31.0
99,-55.25,-17.5,mato_grosso,baseline,historical,25.98997032252387,1866.2181587411455,88.03081591530533,108.08878032943898,36.0
100,-55.0,-17.5,mato_grosso,baseline,historical,26.22726274811817,1466.7422980765043,96.00507486067399,67.17473814002237,35.0
101,-54.75,-17.5,mato_grosso,baseline,historical,26.982088631439627,1657.1078030134015,126.23598305463217,120.99550861620267,28.0
102,-54.5,-17.5,mato_grosso,baseline,historical,26.237117110458257,1847.5540471303684,103.78840843596362,119.875024073144,28.0
103,-54.25,-17.5,mato_grosso,baseline,historical,26.729317903246088,1107.5167926659192,104.51979899631682,123.80398806924318,37.0
104,-54.0,-17.5,mato_grosso,baseline,historical,25.97730794143145,1876.1760401646134,146.77024389720566,171.88677667335253,32.0
105,-53.75,-17.5,mato_grosso,baseline,historical,26.304988996395466,2376.000443810455,95.31916953535688,150.24568288559604,40.0
106,-53.5,-17.5,mato_grosso,baseline,historical,25.969925972726138,1669.0967156176273,94.69287022623405,138.85729218701886,48.0
107,-53.25,-17.5,mato_grosso,baseline,historical,26.244871013280644,1883.070562169858,99.08030148643309,95.17884097897922,40.0
108,-53.0,-17.5,mato_grosso,baseline,historical,26.775574559291726,2112.604713065825,64.82068044823494,106.40590050085063,31.0
109,-52.75,-17.5,mato_grosso,baseline,historical,25.62014170699934,1755.942155120106,76.12196727162488,116.85965405755667,26.0
110,-52.5,-17.5,mato_grosso,baseline,historical,26.592926537031534,1630.84014856876,74.87661466615332,99.84559113051039,29.0
111,-52.25,-17.5,mato_grosso,baseline,historical,26.504416918485422,1122.4072840116794,97.95227954439123,131.74238235539718,28.0
112,-52.0,-17.5,mato_grosso,baseline,historical,26.13006841737234,1997.4254209466972,81.51650875557603,128.15349046116185,46.0
113,-51.75,-17.5,mato_grosso,baseline,historical,25.746709862961094,1771.177682209536,87.76446850948605,92.02307440440191,35.0
114,-51.5,-17.5,mato_grosso,baseline,historical,26.42989417590714,1501.3230497117565,106.7490924029693,149.15118695817233,42.0
115,-51.25,-17.5,mato_grosso,baseline,historical,26.159164178357187,1843.107218211513,102.26301477408278,121.78852757599073,39.0
116,-51.0,-17.5,mato_grosso,baseline,historical,26.502140192545514,1630.0240980863507,81.76557993917505,76.00399056221295,37.0
117,-50.75,-17.5,mato_grosso,baseline,historical,26.407269362921447,1646.6003657935473,71.60009806243555,117.94719777214499,28.0
118,-50.5,-17.5,mato_grosso,baseline,historical,27.11823639853031,1987.0155519608174,107.70549463306378,126.26093062884185,43.0
119,-50.25,-17.5,mato_grosso,baseline,historical,26.289725865073038,1403.6134817310517,100.47782361819732,143.55057826666274,32.0
120,-60.0,-17.25,mato_grosso,baseline,historical,25.88557997447401,2121.886893514435,52.87486363409236,110.40924376798843,24.0
121,-59.75,-17.25,mato_grosso,baseline,historical,26.42682788188419,1388.3864587567864,78.73692122183438,139.54461053233402,33.0
122,-59.5,-17.25,mato_grosso,baseline,historical,26.44515235394114,1608.8818851857286,88.31030924033524,123.52470351540923,32.0
123,-59.25,-17.25,mato_grosso,baseline,historical,26.957788255012044,2384.576165912281,100.57659434242063,85.96978862021436,33.0
124,-59.0,-17.25,mato_grosso,baseline,historical,26.721953906815408,2145.898736185034,103.20202989879542,83.46698450909099,32.0
125,-58.75,-17.25,mato_grosso,baseline,historical,26.506745822771126,1836.9735054409398,90.67812002350946,146.91015059988754,31.0
126,-58.5,-17.25,mato_grosso,baseline,historical,27.00464014720265,1525.5332430419426,96.70495062717711,148.74575830569808,26.0
127,-58.25,-17.25,mato_grosso,baseline,historical,25.811210471708563,1648.9106156823395,86.28273604756308,126.91888460627192,44.0
128,-58.0,-17.25,mato_grosso,baseline,historical,26.05826565641646,1829.6749020680165,71.52296623638878,156.23882187565457,31.0
129,-57.75,-17.25,mato_grosso,baseline,historical,25.929194672521362,1818.9492773941872,79.77471217917493,145.261400072194,32.0
130,-57.5,-17.25,mato_grosso,baseline,historical,26.17073943473375,1780.4310288045187,85.37982373280217,135.93687208314688,36.0
131,-57.25,-17.25,mato_grosso,baseline,historical,25.726645079753506,1798.4425534670522,84.3064149996282,96.06336662781204,36.0
132,-57.0,-17.25,mato_grosso,baseline,historical,26.63197177222033,1743.3797747807735,47.28854191113059,162.13187262196243,32.0
133,-56.75,-17.25,mato_grosso,baseline,historical,26.2461536324594,1375.0986870003037,77.05033330141137,132.25368965136067,34.0
134,-56.5,-17.25,mato_grosso,baseline,historical,25.68429101362765,1652.739085044058,86.12411306178304,109.2001844808633,31.0
135,-56.25,-17.25,mato_grosso,baseline,historical,25.889143259610453,2082.0795238883616,79.37260016188598,102.13940371352139,26.0
136,-56.0,-17.25,mato_grosso,baseline,historical,26.487235077506433,1397.1920184269725,80.06352408976828,125.26574838400026,37.0
137,-55.75,-17.25,mato_grosso,baseline,historical,26.72331080170632,1750.8256542305242,94.75982741609175,77.06967672519247,49.0
138,-55.5,-17.25,mato_grosso,baseline,historical,27.24468274741515,1561.7661290610545,63.420856259027325,136.3379857299754,30.0
139,-55.25,-17.25,mato_grosso,baseline,historical,27.657391955857143,1841.097436511741,52.439155720975776,95.00688347880316,37.0
140,-55.0,-17.25,mato_grosso,baseline,historical,26.532638091128046,1691.102353372262,78.0366041832665,128.111356566761,31.0
141,-54.75,-17.25,mato_grosso,baseline,historical,25.900861692139507,2250.910407184708,100.2822881100358,105.80564541219985,29.0
142,-54.5,-17.25,mato_grosso,baseline,historical,25.386733019824756,1959.6672539493838,118.75106078973278,112.23568602803626,47.0
143,-54.25,-17.25,mato_grosso,baseline,historical,26.466624004208573,1414.1513579591442,100.6425647818948,99.92340702702722,35.0
144,-54.0,-17.25,mato_grosso,baseline,historical,25.9803303532642,2009.0607111764173,55.634724802623055,114.8154180666338,31.0
145,-53.75,-17.25,mato_grosso,baseline,historical,26.15924307907299,1575.2967508136887,80.35265521246458,166.08064249658767,32.0
146,-53.5,-17.25,mato_grosso,baseline,historical,26.070710286576933,1634.5933962790475,90.1326876216306,153.47264452236985,36.0
147,-53.25,-17.25,mato_grosso,baseline,historical,26.282797947266474,1901.8380137244442,88.55182233847185,127.70812772104026,39.0
148,-53.0,-17.25,mato_grosso,baseline,historical,26.825844950008285,1660.1680817732672,95.78609105885748,118.21379720703003,43.0
149,-52.75,-17.25,mato_grosso,baseline,historical,26.41682570150425,2075.549052589194,66.65902107078479,139.95118361347596,37.0
150,-52.5,-17.25,mato_grosso,baseline,historical,26.274768169486435,1575.339289238289,86.29886175101485,147.09541369884275,36.0
151,-52.25,-17.25,mato_grosso,baseline,historical,25.88010965738223,1622.0083419148987,93.40645659552258,98.1006942909656,40.0
152,-52.0,-17.25,mato_grosso,baseline,historical,25.592546521036887,1610.781039627875,101.5134190660732,116.91018215534878,35.0
153,-51.75,-17.25,mato_grosso,baseline,historical,26.127315287070846,1638.0006831857959,68.88563666774417,73.29719810695184,28.0
154,-51.5,-17.25,mato_grosso,baseline,historical,26.321951698285602,2137.4497743566517,78.09686265514205,146.92370660267622,44.0
155,-51.25,-17.25,mato_grosso,baseline,historical,27.141722307264793,1996.3311957753986,30.923646398533194,170.47176028867523,38.0
156,-51.0,-17.25,mato_grosso,baseline,historical,26.404777380816647,2320.675493895929,72.57076064844452,120.84821946173098,38.0
157,-50.75,-17.25,mato_grosso,baseline,historical,26.78838662611422,2487.985568862084,74.51170214057913,65.72090072357844,36.0
158,-50.5,-17.25,mato_grosso,baseline,historical,26.12147082681123,1498.4771981126057,64.60830983665113,134.06841676057962,30.0
159,-50.25,-17.25,mato_grosso,baseline,historical,25.812929151266186,1828.8180458904942,88.31224300465303,96.24392469242683,34.0
160,-60.0,-17.0,mato_grosso,baseline,historical,25.86056925186723,1457.3963152633803,83.88109135909464,101.87780241992697,36.0
161,-59.75,-17.0,mato_grosso,baseline,historical,25.968520065830706,1576.9746319319302,39.81572244844777,134.12594820631355,40.0
162,-59.5,-17.0,mato_grosso,baseline,historical,27.25268317446762,1621.2316571797094,89.31015938603512,124.82539159935658,38.0
163,-59.25,-17.0,mato_grosso,baseline,historical,25.925247789220823,1493.1099480149278,66.43351738421946,106.25881907807343,43.0
164,-59.0,-17.0,mato_grosso,baseline,historical,26.67219193655315,1494.690228386886,94.7137791838103,102.22139764649685,51.0
165,-58.75,-17.0,mato_grosso,baseline,historical,25.888554564732633,1766.9710967003336,59.362975045426694,121.60743984205929,37.0
166,-58.5,-17.0,mato_grosso,baseline,historical,26.714079650665205,1445.2408847404881,85.6001307706188,108.22489964872928,34.0
167,-58.25,-17.0,mato_grosso,baseline,historical,26.468099729619436,2062.8944979977,79.33673342226989,90.73061012146329,35.0
168,-58.0,-17.0,mato_grosso,baseline,historical,26.224384740925654,1534.9303490311559,91.06203769900661,110.14745892457947,44.0
169,-57.75,-17.0,mato_grosso,baseline,historical,26.276528658110852,2653.1271012853276,87.49394555302693,126.95135404291808,28.0
170,-57.5,-17.0,mato_grosso,baseline,historical,26.00021733192857,1674.8410749670916,79.89671649957091,114.00895179104764,33.0
171,-57.25,-17.0,mato_grosso,baseline,historical,26.495604285538732,1831.861702831526,54.274553719115104,83.12382350533385,36.0
172,-57.0,-17.0,mato_grosso,baseline,historical,26.090129228718446,1421.6540549165995,55.45584073077937,143.18815399592694,28.0
173,-56.75,-17.0,mato_grosso,baseline,historical,25.743349201176535,2322.083937694702,73.32226121815562,49.99125253795511,36.0
174,-56.5,-17.0,mato_grosso,baseline,historical,25.719799886427968,2146.106614497285,84.83440232140826,107.30240958582759,32.0
175,-56.25,-17.0,mato_grosso,baseline,historical,26.372536357846748,1899.331171477244,72.83504105601766,102.95657709769057,48.0
176,-56.0,-17.0,mato_grosso,baseline,historical,27.00546286025649,1406.2156456225405,97.50423861158932,122.16601040832384,29.0
177,-55.75,-17.0,mato_grosso,baseline,historical,26.366868020979844,1873.4564735737963,79.41558161576633,132.50308365660683,51.0
178,-55.5,-17.0,mato_grosso,baseline,historical,26.241484548122347,1473.8270964512337,65.69974550440979,146.63065866806434,39.0
179,-55.25,-17.0,mato_grosso,baseline,historical,26.42349355769294,2248.9629892984185,79.43807414024181,100.65141662773446,37.0
180,-55.0,-17.0,mato_grosso,baseline,historical,26.882572578639866,2053.014829812362,89.51719672633105,133.1260968948755,22.0
181,-54.75,-17.0,mato_grosso,baseline,historical,26.393593920485532,1838.888121802731,91.4976943764917,123.356998158575,22.0
182,-54.5,-17.0,mato_grosso,baseline,historical,26.109954540996615,1079.3437112822135,122.5675826398626,75.67305408195789,30.0
183,-54.25,-17.0,mato_grosso,baseline,historical,26.792701714398746,1515.2316166587011,71.62181319993161,165.9750448473912,35.0
184,-54.0,-17.0,mato_grosso,baseline,historical,26.487812192179522,2016.5847497363718,83.53042676819199,82.49216028053348,41.0
185,-53.75,-17.0,mato_grosso,baseline,historical,26.985961991269992,2174.121517773357,93.52247893638852,128.94897026928132,33.0
186,-53.5,-17.0,mato_grosso,baseline,historical,26.377327291621654,2143.00735370405,84.53154081598369,128.21053706648215,39.0
187,-53.25,-17.0,mato_grosso,baseline,historical,25.74386073059757,1332.6525095839736,74.98763708022693,125.3524580197654,43.0
188,-53.0,-17.0,mato_grosso,baseline,historical,25.679200155211248,1900.7221023002814,54.01485647311513,106.09711640749828,35.0
189,-52.75,-17.0,mato_grosso,baseline,historical,27.037789364375858,2114.910975201289,74.78330881893969,139.142854740051,34.0
190,-52.5,-17.0,mato_grosso,baseline,historical,27.07052136922428,1312.7557405817365,63.52595174564398,79.45235161296108,22.0
191,-52.25,-17.0,mato_grosso,baseline,historical,26.214088148894625,1807.8850556444393,50.46786637752443,116.81581874469039,35.0
192,-52.0,-17.0,mato_grosso,baseline,historical,26.1224375003606,1892.409129748947,69.08642316658828,104.364671547727,55.0
193,-51.75,-17.0,mato_grosso,baseline,historical,26.952521726380787,1720.0270348023896,64.05816558467092,101.52908990986268,38.0
194,-51.5,-17.0,mato_grosso,baseline,historical,25.796701237952227,1254.6078536360496,96.67573090585896,129.1802331478771,51.0
195,-51.25,-17.0,mato_grosso,baseline,historical,25.892244636341673,1712.5469772342915,97.02183674828588,145.39850202953053,15.0
196,-51.0,-17.0,mato_grosso,baseline,historical,26.584368852481866,1712.0647811799029,66.9224142083825,109.88014441561681,34.0
197,-50.75,-17.0,mato_grosso,baseline,historical,26.11729948958498,1765.834688892084,79.79542738873758,137.9785657096829,35.0
198,-50.5,-17.0,mato_grosso,baseline,historical,26.292566954847764,1641.2149826288892,47.83514675774929,119.70505509765343,30.0
199,-50.25,-17.0,mato_grosso,baseline,historical,26.221322490535766,1677.35276428397,75.11320099634612,96.14323323058825,43.0
200,-60.0,-16.75,mato_grosso,baseline,historical,26.395498290549266,1800.9086281164195,92.97963801404691,111.62812074589648,29.0
201,-59.75,-16.75,mato_grosso,baseline,historical,26.876956581180917,1945.5568943114263,101.49875779228205,110.58977580713271,26.0
202,-59.5,-16.75,mato_grosso,baseline,historical,26.28435295169553,1721.4924839635128,70.73905836617372,100.66042526428691,37.0
203,-59.25,-16.75,mato_grosso,baseline,historical,26.53336220056433,1689.9258343101124,106.0370972105504,128.78899629331892,45.0
204,-59.0,-16.75,mato_grosso,baseline,historical,25.321012298125783,1840.5267242968503,54.686161569730565,123.94307776954206,29.0
205,-58.75,-16.75,mato_grosso,baseline,historical,26.221666462721192,1236.5457350519584,60.04744401712415,78.31068062018763,50.0
206,-58.5,-16.75,mato_grosso,baseline,historical,25.86413612195795,1955.9310509884504,99.19323731275753,76.78877319593913,31.0
207,-58.25,-16.75,mato_grosso,baseline,historical,25.69512386639911,1812.6515836836252,118.42242457126494,128.69403440706694,29.0
208,-58.0,-16.75,mato_grosso,baseline,historical,25.848421178471806,1824.7285707997814,94.86863976367391,97.69476235705972,33.0
209,-57.75,-16.75,mato_grosso,baseline,historical,26.09323419527438,2101.0408050988517,84.19315226931975,125.62795195443118,32.0
210,-57.5,-16.75,mato_grosso,baseline,historical,26.65574588764995,1226.9758538060385,41.09632506955583,137.60021252965277,27.0
211,-57.25,-16.75,mato_grosso,baseline,historical,25.646713020606942,1220.670351862824,44.551058879130416,86.3031021417841,33.0
212,-57.0,-16.75,mato_grosso,baseline,historical,26.257373915257233,1894.9616664175687,87.58819073791737,82.78849171251845,23.0
213,-56.75,-16.75,mato_grosso,baseline,historical,26.025713498589635,1810.6854562819583,77.83874660857651,159.93771513680545,40.0
214,-56.5,-16.75,mato_grosso,baseline,historical,26.09613685112686,1863.8735957780925,62.88329635695764,126.86619265098456,47.0
215,-56.25,-16.75,mato_grosso,baseline,historical,26.694830764976818,1674.1823902687793,86.31065161660102,107.5959066600913,38.0
216,-56.0,-16.75,mato_grosso,baseline,historical,26.48574169024151,2012.1266150924923,87.30262735015619,94.72841176076649,29.0
217,-55.75,-16.75,mato_grosso,baseline,historical,26.84541889193898,2092.6121657178487,103.88831737080545,105.31590185424109,35.0
218,-55.5,-16.75,mato_grosso,baseline,historical,26.17406218792729,1958.015201005971,87.73204566025402,88.31261467409033,34.0
219,-55.25,-16.75,mato_grosso,baseline,historical,25.930415568337928,1734.5719752991379,109.5678873666877,140.16222742918782,41.0
220,-55.0,-16.75,mato_grosso,baseline,historical,26.14285327599352,1180.513696536192,85.15988059097627,98.65814423676505,29.0
