grid_id,year,annual_max_precip_mm
4,1997,175.54773782045305
4,1998,87.62850314443786
4,1999,87.81203115102309
4,2000,73.512294307922
4,2001,121.33080268077063
4,2002,94.67479876742571
4,2003,90.2545474002507
4,2004,90.09252963890071
4,2005,99.39932119763267
4,2006,104.80052423057742
4,2007,92.47532874906582
4,2008,162.27674066906354
4,2009,101.41919586712879
4,2010,78.61355443263557
4,2011,117.31664597122939
4,2012,106.91243970167983
4,2013,61.64088523120801
4,2014,84.14960982408354
5,1985,95.74774064652422
5,1986,94.10495399581214
5,1987,79.28860819829703
5,1988,60.26607642927601
5,1989,61.153746469370944
5,1990,100.6275063141453
5,1991,116.20260847894437
5,1992,79.77902876519407
5,1993,44.16659464400113
5,1994,78.0751296209663
5,1995,80.45232544724742
5,1996,126.68808868045208
5,1997,76.58319808041817
5,1998,99.21051312787814
5,1999,114.06881345958354
5,2000,114.19789600109485
5,2001,59.834792445034914
5,2002,125.16101848306872
5,2003,115.94120018506248
5,2004,107.34592025628118
5,2005,61.859361531977335
5,2006,60.74932823057837
5,2007,63.03605128853974
5,2008,74.02772762744293
5,2009,105.99956085111836
5,2010,62.160222743986026
5,2011,86.15195066938773
5,2012,93.85083273227752
5,2013,88.21099099504796
5,2014,93.84727562198418
6,1985,104.70879914670422
6,1986,88.03342510624479
6,1987,81.34815889996875
6,1988,90.21190734844379
6,1989,99.6453171949529
6,1990,81.59506779688952
6,1991,85.28139934739531
6,1992,112.29122214547037
6,1993,142.78043306715628
6,1994,88.46554600005592
6,1995,97.1245172507794
6,1996,90.05860527762846
6,1997,84.80283139272444
6,1998,133.47084448378124
6,1999,166.53325145062516
6,2000,112.47063018885851
6,2001,114.71805522571655
6,2002,59.33297529294537
6,2003,108.09245402063793
6,2004,76.61451536818046
6,2005,90.80747321450538
6,2006,108.89349205789965
6,2007,103.34868511867735
6,2008,63.85933263713048
6,2009,106.72384201987963
6,2010,128.08426009460607
6,2011,143.8688268121534
6,2012,134.23804448944094
6,2013,54.80944546707737
6,2014,79.93466749507063
7,1985,100.35939809388769
7,1986,93.47054313270321
7,1987,140.90697627423577
7,1988,127.44802082706883
7,1989,75.49396101979336
7,1990,114.13032146380198
7,1991,112.1824273625888
7,1992,150.41443696391332
7,1993,95.61778732678316
7,1994,67.25310915714019
7,1995,112.23925107283878
7,1996,121.18031093227778
7,1997,88.38812259189108
7,1998,90.95684619005549
7,1999,110.93250560402247
7,2000,130.88632546232293
7,2001,90.11043672163021
7,2002,107.84595332874053
7,2003,119.48169589706637
7,2004,178.15210604663343
7,2005,142.35864021639145
7,2006,116.49474616486117
7,2007,107.68471775752917
7,2008,105.53233066257127
7,2009,138.15462853708425
7,2010,135.88730168645785
7,2011,72.61075156664747
7,2012,90.01766388553105
7,2013,74.70589695129175
7,2014,118.85544383971863
8,1985,122.96925007273688
8,1986,120.75895363712169
8,1987,148.72281971708324
8,1988,145.22516639819474
8,1989,73.85715290653383
8,1990,88.41657364131275
8,1991,174.2072497549903
8,1992,118.94410313132731
8,1993,193.80937829559645
8,1994,166.90061853115682
8,1995,112.3773342683601
8,1996,119.33885954120368
8,1997,103.70806389645404
8,1998,91.72251290320851
8,1999,171.41963200267608
8,2000,118.86857826061748
8,2001,117.66023849166119
8,2002,102.22971947426491
8,2003,139.4624904104869
8,2004,147.45358687375378
8,2005,94.81411068199915
8,2006,70.73322770001658
8,2007,100.12310904936223
8,2008,81.27417022138215
8,2009,86.15645943272216
8,2010,122.27939893595186
8,2011,77.26935507160411
8,2012,133.7594317992977
8,2013,91.96980791011404
8,2014,101.76006741528651
9,1985,77.94361840521512
9,1986,147.265827397475
9,1987,112.77311720039827
9,1988,143.0274672098971
9,1989,39.24326261445864
9,1990,73.84909880033267
9,1991,69.17375021349878
9,1992,71.40761252539103
9,1993,54.6344665912961
9,1994,111.50392671232393
9,1995,65.59581493443704
9,1996,97.90641196545032
9,1997,70.50245231890997
9,1998,119.17926137906483
9,1999,79.03527673831248
9,2000,102.17161072695387
9,2001,110.8622096971252
9,2002,95.8282303462861
9,2003,74.0614511618857
9,2004,92.88927399651756
9,2005,125.35092951054517
9,2006,60.49128391414256
9,2007,84.10261418947653
9,2008,77.25772769172985
9,2009,92.6275712537786
9,2010,114.38826902822015
9,2011,89.01921988033189
9,2012,64.2186531862212
9,2013,97.46379867313546
9,2014,64.18720218843403
10,1985,90.6336646371838
10,1986,127.88967799362672
10,1987,124.3216431015868
10,1988,80.3529189566306
10,1989,75.76536430640975
10,1990,109.44764418082846
10,1991,104.4384611820224
10,1992,100.07036905704527
10,1993,65.70753624208355
10,1994,84.86399868445783
10,1995,73.29468533106584
10,1996,103.39040338224027
10,1997,73.13093387226455
10,1998,64.08974643241176
10,1999,130.75781993399877
10,2000,72.61330699681105
10,2001,110.85260306404865
10,2002,123.3521407026859
10,2003,52.46629531782873
10,2004,80.22806840378695
10,2005,111.59070650155083
10,2006,73.05056256408614
10,2007,84.82718709438774
10,2008,109.49833150195172
10,2009,111.75251163527496
10,2010,67.96011550966317
10,2011,142.6373376197119
10,2012,124.96608194595171
10,2013,74.2164364397488
10,2014,105.59471642262862
11,1985,84.30050933319025
11,1986,120.15278835299307
11,1987,118.64706837274468
11,1988,111.47053644789192
11,1989,112.6387195474175
11,1990,61.679288242458014
11,1991,77.39793491334292
11,1992,73.54614588853231
11,1993,81.76617051913159
11,1994,84.83939099061794
11,1995,122.57887336867118
11,1996,80.25953779738896
11,1997,86.17057475700791
11,1998,70.99243539903604
11,1999,91.91646390636102
11,2000,57.135079519707666
11,2001,100.74006469900425
11,2002,108.26069255268644
11,2003,103.93088491027078
11,2004,125.29167401252602
11,2005,97.66063192566021
11,2006,85.99799496072882
11,2007,85.03045107729567
11,2008,74.17468504458037
11,2009,81.0528558766464
11,2010,77.53697149345572
11,2011,94.26371629473142
11,2012,70.11888214771601
11,2013,85.61303446486143
11,2014,106.99629636466234
12,1985,111.93566417081462
12,1986,81.83051617149347
12,1987,83.93208999252084
12,1988,76.22372968430068
12,1989,88.50285613654962
12,1990,249.07534224713845
12,1991,77.98150747435821
12,1992,97.15777408867918
12,1993,73.12587218353444
12,1994,113.7616456734738
12,1995,112.30864605446996
12,1996,98.6137586210885
12,1997,150.706157459822
12,1998,83.27811700202318
12,1999,94.21056808317515
12,2000,153.9024791790457
12,2001,130.33822854048034
12,2002,108.67454249320177
12,2003,105.15149166562968
12,2004,97.01152235939851
12,2005,107.52243971409126
12,2006,124.32520518630562
12,2007,69.69489591109912
12,2008,181.1995667934778
12,2009,59.28725966158053
12,2010,96.5478528390193
12,2011,72.59916963302858
12,2012,164.38271395871018
12,2013,56.86915790761686
12,2014,146.72661683360954
13,1985,59.02574556634782
13,1986,85.39133225068495
13,1987,61.724770695802945
13,1988,84.89607937652636
13,1989,82.4851514123507
13,1990,46.94165931636633
13,1991,68.20285098605238
13,1992,93.5058647056697
13,1993,110.88842709475423
13,1994,51.76002080414812
13,1995,81.95103345525067
13,1996,79.25066857023212
13,1997,106.91682015099971
13,1998,90.76198385328738
13,1999,60.78248037565528
13,2000,101.80851989688344
13,2001,44.230706734419925
13,2002,53.818802665311146
13,2003,55.86222854271872
13,2004,51.13065188805038
13,2005,93.59692071290695
13,2006,82.28831250213749
13,2007,55.88052568763064
13,2008,68.69448744006908
13,2009,72.22043788656241
13,2010,46.616026020163126
13,2011,64.74863100251675
13,2012,88.43396045325075
13,2013,51.235570535700106
13,2014,82.29803134016295
14,1985,123.98720052235274
14,1986,92.7168757070574
14,1987,242.32896965897316
14,1988,99.03929221427845
14,1989,107.27921201339457
14,1990,142.7094256840601
14,1991,124.03319383037308
14,1992,190.00608122134113
14,1993,74.78158398395371
14,1994,98.12865816140945
14,1995,79.54792091366048
14,1996,95.56417507707063
14,1997,92.48370651700355
14,1998,158.0807228304886
14,1999,117.15661542226088
14,2000,97.12078007883801
14,2001,191.7273396748875
14,2002,99.80954657268518
14,2003,123.11755195143421
14,2004,83.7317648563976
14,2005,95.43051993793647
14,2006,130.82019736214528
14,2007,90.8699215167816
14,2008,109.25277205179432
14,2009,114.35092209176962
14,2010,185.08975915535046
14,2011,122.95992930369019
14,2012,132.91957167726304
14,2013,77.0465069559704
14,2014,118.40263514123971
15,1985,85.95322987088718
15,1986,121.74814656676962
15,1987,123.37773488485699
15,1988,59.08692754015917
15,1989,70.50215358551057
15,1990,98.52091760058676
15,1991,121.05180519785898
15,1992,98.58192770321129
15,1993,58.878802078448466
15,1994,94.90515569675732
15,1995,129.58413619629908
15,1996,81.64173252920432
15,1997,161.78079057641284
15,1998,108.24730228361364
15,1999,101.41312568286244
15,2000,111.72821485493101
15,2001,214.29876363763861
15,2002,104.49967833391406
15,2003,76.54956320859183
15,2004,78.25369849017801
15,2005,130.937952267213
15,2006,97.15390252691053
15,2007,84.29050374727362
15,2008,126.35756623154872
15,2009,103.67106625208626
15,2010,99.11993934448653
15,2011,198.64201440351536
15,2012,146.39676262999097
15,2013,94.02563221581367
15,2014,86.09631336699832
16,1985,89.23405402954641
16,1986,68.3581156686879
16,1987,82.16882123667409
16,1988,74.9003095946725
16,1989,68.52882427546524
16,1990,41.975561579307325
16,1991,86.86439856761433
16,1992,44.480853208537795
16,1993,63.87445389630779
16,1994,86.53223912538324
16,1995,50.96524622974124
16,1996,106.80582894403526
16,1997,64.36758774337906
16,1998,64.64559268238072
16,1999,97.79572833496402
16,2000,79.3387807287651
16,2001,52.42112875459595
16,2002,88.09214233802493
16,2003,54.3081298374571
16,2004,61.7127056523854
16,2005,44.73600640147101
16,2006,65.6347391125273
16,2007,69.91641888798519
16,2008,74.56258455368122
16,2009,65.35925000242128
16,2010,69.42966548453884
16,2011,82.28122677984595
16,2012,58.09679079292773
16,2013,76.55614555000737
16,2014,65.09119439484623
17,1985,131.289509334414
17,1986,119.97659066123401
17,1987,211.89388572426824
17,1988,86.90012387329669
17,1989,141.57832029944626
17,1990,105.79863870382377
17,1991,84.9854506444805
17,1992,98.6890930710844
17,1993,191.3552109073011
17,1994,317.548228731372
17,1995,91.62396926115102
17,1996,164.6347355709326
17,1997,116.29568251423174
17,1998,89.62849826793897
17,1999,157.5646092288924
17,2000,104.8834304542522
17,2001,115.46451269108809
17,2002,75.33126356416768
17,2003,90.86574542316812
17,2004,127.91970173898233
17,2005,138.59887108853587
17,2006,131.44009567141222
17,2007,122.2941637757633
17,2008,138.69429752189987
17,2009,191.38454982392255
17,2010,150.81256514756078
17,2011,82.00024513362698
17,2012,115.25379948193103
17,2013,150.10775549998755
17,2014,119.75281560252745
18,1985,161.38694338487073
18,1986,175.75473948472722
18,1987,129.564174843594
18,1988,144.4313458424378
18,1989,178.68332838678438
18,1990,200.86032936350415
18,1991,118.90491229832598
18,1992,116.54921842794054
18,1993,214.81112399635606
18,1994,132.49454600147743
18,1995,81.29989091198956
18,1996,127.40025347143907
18,1997,282.9132342769166
18,1998,148.56539596229095
18,1999,205.04986399473177
18,2000,86.9435081257571
18,2001,150.91248605025618
18,2002,237.18216365712834
18,2003,201.85121466327553
18,2004,134.70354842120005
18,2005,148.8693225891466
18,2006,131.3043195109881
18,2007,225.57570749139208
18,2008,122.88999578432815
18,2009,92.02330551260279
18,2010,159.6645933331539
18,2011,117.62014478189798
18,2012,157.63634914530704
18,2013,150.12248923389942
18,2014,95.73881334500322
19,1985,95.54315062226954
19,1986,121.25964595638612
19,1987,220.68780094871727
19,1988,138.03687331157218
19,1989,59.88887484348883
19,1990,105.98139020508975
19,1991,130.35128801436292
19,1992,130.15462385480842
19,1993,186.88999542161383
19,1994,115.70239414659275
19,1995,137.66102897196893
19,1996,129.27176999830414
19,1997,79.34023177121071
19,1998,102.28602512486276
19,1999,183.67005592342446
19,2000,108.04335419679673
19,2001,147.627444274377
19,2002,101.38615106167315
19,2003,83.76935156222612
19,2004,262.0169884418692
19,2005,125.21698527599322
19,2006,112.31291424322664
19,2007,92.75400849140756
19,2008,84.68622229106732
19,2009,78.41077934281321
19,2010,93.19489119414338
19,2011,175.14913612334266
19,2012,128.88153387609609
19,2013,196.13459300043039
19,2014,104.49444925232433
20,1985,103.44926758590624
20,1986,258.04049608219157
20,1987,113.45319700589155
20,1988,145.59650569326803
20,1989,148.11669744225125
20,1990,194.77305481063445
20,1991,151.88641775799496
20,1992,104.601074037277
20,1993,96.38465170422663
20,1994,142.77222880114542
20,1995,120.98781259926017
20,1996,145.1595958116617
20,1997,210.2691961227983
20,1998,99.19990765458782
20,1999,124.31459877584008
20,2000,120.44630220898306
20,2001,120.62678552767593
20,2002,100.9335177175551
20,2003,155.62267581012523
20,2004,145.17955937374748
20,2005,139.3292825422165
20,2006,110.16158731021352
20,2007,104.61240287448857
20,2008,112.29003128401115
20,2009,136.259659699121
20,2010,116.81749092563047
20,2011,88.61130200623818
20,2012,165.7412946885832
20,2013,112.16132157096241
20,2014,157.0111700238657
21,1985,72.67451212829806
21,1986,56.41387271180575
21,1987,151.113529558168
21,1988,64.51302624973462
21,1989,76.06462126561011
21,1990,62.32218027684502
21,1991,57.06732086841703
21,1992,85.55600432580475
21,1993,98.21230991666044
21,1994,91.77287444304218
21,1995,99.78837453696467
21,1996,84.75826771756336
21,1997,89.75221439682814
21,1998,108.67519123091874
21,1999,104.38703033848815
21,2000,95.27709159589719
21,2001,69.43064309468326
21,2002,72.8769883120908
21,2003,119.4704247939028
21,2004,96.78443442543461
21,2005,92.09073020613306
21,2006,104.36128143153852
21,2007,72.05868221601543
21,2008,107.34190529968852
21,2009,88.60641559004041
21,2010,72.65158619194807
21,2011,76.37555471858859
21,2012,82.28317943092452
21,2013,121.30879027305916
21,2014,101.34094895211341
22,1985,61.43457614229348
22,1986,63.528670903301375
22,1987,46.45316569640807
22,1988,78.04718281613185
22,1989,40.35439573699945
22,1990,44.677060713668894
22,1991,53.42037354076672
22,1992,53.56255346982246
22,1993,77.56853775611546
22,1994,69.05700287149418
22,1995,85.50852766148532
22,1996,61.057110359298576
22,1997,56.62833082863083
22,1998,47.178162273615264
22,1999,107.14252793082086
22,2000,90.91811540069476
22,2001,63.53241976193558
22,2002,102.55369608218592
22,2003,81.21763822016244
22,2004,49.7991937354432
22,2005,72.46033052768261
22,2006,42.56003397609948
22,2007,51.38518941252291
22,2008,50.0132228724475
22,2009,69.46800076497848
22,2010,46.213996017370384
22,2011,58.67640867215447
22,2012,40.67097689490699
22,2013,58.28831924779535
22,2014,57.89218381250772
23,1985,64.1421655705822
23,1986,30.037141578723062
23,1987,36.19738681013657
23,1988,49.85263452248051
23,1989,47.536082709786875
23,1990,48.56050204481116
23,1991,85.03280681737985
23,1992,57.57029851925893
23,1993,27.18758171915848
23,1994,55.62027975093659
23,1995,37.6662734718809
23,1996,41.94484747738144
23,1997,35.632981267327736
23,1998,71.80069224469673
23,1999,52.03046499527426
23,2000,55.17070238410871
23,2001,59.22211217515957
23,2002,69.72288245220267
23,2003,54.73116405497061
23,2004,116.15044706972077
23,2005,51.91585012685303
23,2006,65.56918121666538
23,2007,50.98140247582467
23,2008,35.85904388264474
23,2009,40.6364222151446
23,2010,56.21864768918152
23,2011,44.5464785677143
23,2012,50.00336724307495
23,2013,68.2903895874077
23,2014,37.84854882672855
24,1985,99.06066542719634
24,1986,103.67461820148857
24,1987,91.85129938165564
24,1988,149.99971907530048
24,1989,76.6498481041218
24,1990,92.1583505602729
24,1991,117.57588090087896
24,1992,116.16083613610182
24,1993,116.3825231096854
24,1994,71.74958468908466
24,1995,124.44761120356637
24,1996,254.89597575201333
24,1997,87.85970880631666
24,1998,127.8730080831034
24,1999,94.30859551680149
24,2000,171.19309708848573
24,2001,71.33747774139415
24,2002,107.36571453674907
24,2003,82.9635789423632
24,2004,131.99172069328853
24,2005,93.12891144437657
24,2006,106.33931892707662
24,2007,100.79611337107045
24,2008,81.86628807139498
24,2009,83.9477704495765
24,2010,96.35763996881124
24,2011,113.45495235576828
24,2012,93.56367421899269
24,2013,91.7289489234739
24,2014,98.54286326938654
25,1985,68.62212843593367
25,1986,134.32589521989442
25,1987,62.34029542743169
25,1988,61.81433344123415
25,1989,109.73799997045082
25,1990,59.99765097378706
25,1991,79.13931152255844
25,1992,61.21318057151681
25,1993,66.73174260373008
25,1994,64.10795575209629
25,1995,95.64983270424108
25,1996,85.31904785258155
25,1997,109.83738123800856
25,1998,84.98581827087357
25,1999,135.5431123875866
25,2000,70.64839093828881
25,2001,60.50956580430285
25,2002,39.099484907839916
25,2003,72.70359755068424
25,2004,166.19311720422655
25,2005,82.8655713464596
25,2006,58.02169687576108
25,2007,63.84761616143866
25,2008,108.21136307639776
25,2009,81.47347347532984
25,2010,80.13314976747311
25,2011,66.5635613286916
25,2012,95.40364329286723
25,2013,73.43146629507412
25,2014,56.873661693190584
26,1985,97.39255078386529
26,1986,65.93377041036258
26,1987,64.11067144933811
26,1988,55.238090618402026
26,1989,57.396859059339455
26,1990,116.09441076476698
26,1991,78.20065973123879
26,1992,79.24527911999951
26,1993,106.97859599162149
26,1994,75.5498540229558
26,1995,99.27277798243588
26,1996,73.50861125457374
26,1997,90.69689917044569
26,1998,72.57200218353509
26,1999,47.6980210104513
26,2000,74.13451940383491
26,2001,73.11542158133624
26,2002,68.70888366874381
26,2003,95.99364177727634
26,2004,75.15009234480658
26,2005,142.57199658088712
26,2006,69.96906735284288
26,2007,49.972668269463185
26,2008,50.6343493903622
26,2009,142.17158347606835
26,2010,70.31419128621506
26,2011,53.652716470359906
26,2012,60.749962217080345
26,2013,103.33919253114684
26,2014,70.22400545083387
27,1985,45.308698294117605
27,1986,63.94641178732086
27,1987,92.63613145300013
27,1988,66.72235014234161
27,1989,98.37404942252336
27,1990,106.68518442986695
27,1991,40.0250308092505
27,1992,80.70995928148777
27,1993,103.42715552927072
27,1994,104.40352217209212
27,1995,75.81025684137683
27,1996,68.50047135449134
27,1997,89.96475564819879
27,1998,81.84602839191426
27,1999,95.50088827724989
27,2000,132.08887893336015
27,2001,140.87493055234398
27,2002,107.40654429589992
27,2003,111.60484564380016
27,2004,84.99491846971762
27,2005,64.04968144335893
27,2006,81.83465584265508
27,2007,88.30094493018022
27,2008,93.89792970109586
27,2009,93.56241060954339
27,2010,76.6613680214419
27,2011,125.65427809721444
27,2012,92.13666744146826
27,2013,65.00472878862995
27,2014,49.49219855268442
28,1985,110.11451673316377
28,1986,64.83755454969088
28,1987,88.16970981538584
28,1988,71.33770204971862
28,1989,117.15809404514577
28,1990,154.05589792791653
28,1991,79.34389093141797
28,1992,70.44444782097423
28,1993,96.35694510661268
28,1994,123.66035448952792
28,1995,148.76728365530641
28,1996,62.84419427127842
28,1997,150.3119239618748
28,1998,117.57811171776747
28,1999,144.2763828268851
28,2000,115.9137648942077
28,2001,120.51306882136845
28,2002,86.23188493226094
28,2003,84.87792448764932
28,2004,82.03755925821807
28,2005,115.84417737498542
28,2006,77.06688941214179
28,2007,106.46401460651607
28,2008,175.93036191216913
28,2009,106.46563869707856
28,2010,96.68648391797234
28,2011,105.039258165972
28,2012,114.03451437975929
28,2013,77.74298236534972
28,2014,98.75745025144917
29,1985,54.37315197913398
29,1986,84.19958922828938
29,1987,87.05989558554916
29,1988,92.75283546667407
29,1989,56.21974168251951
29,1990,71.81877812149692
29,1991,95.75610520183483
29,1992,90.98173636067327
29,1993,112.57385216220771
29,1994,68.17887509155614
29,1995,49.45954901720064
29,1996,117.97453386335917
29,1997,63.86262342213741
29,1998,58.53024480176227
29,1999,69.13700965781223
29,2000,54.22194220735103
29,2001,59.23055008836907
29,2002,44.06715548713821
29,2003,49.610661100045064
29,2004,69.04050403885908
29,2005,67.3489618338469
29,2006,40.456236598618716
29,2007,70.1725585387487
29,2008,91.86395211672965
29,2009,57.93273326003425
29,2010,41.404579118482964
29,2011,39.60275080387211
29,2012,59.3323200079829
29,2013,67.02495982359629
29,2014,65.27228034497561
30,1985,74.80391881878703
30,1986,92.84910735521196
30,1987,71.04295604081474
30,1988,83.15549333684125
30,1989,90.38546986315633
30,1990,86.34538125605305
30,1991,82.20827074337545
30,1992,75.25383461972828
30,1993,135.38338176309472
30,1994,94.31362165900086
30,1995,83.60497425137947
30,1996,68.40763949895864
30,1997,90.53940873234798
30,1998,112.0024114183066
30,1999,77.60270856497227
30,2000,62.79838637640526
30,2001,101.34846943657018
30,2002,60.76787157692305
30,2003,96.90573323334208
30,2004,109.1187028796588
30,2005,81.22919158278971
30,2006,67.17811246836695
30,2007,80.12666540715549
30,2008,96.19503045980113
30,2009,112.98228320021869
30,2010,74.78694151002517
30,2011,92.83104879924933
30,2012,117.90502059028371
30,2013,91.48725075263162
30,2014,74.65361219413722
31,1985,102.4626740505442
31,1986,163.5115035689634
31,1987,128.07447157581825
31,1988,118.10803140307193
31,1989,173.054852652903
31,1990,145.87316759960987
31,1991,132.16331181796255
31,1992,149.77391042198394
31,1993,108.28607168092896
31,1994,178.74626953617582
31,1995,89.2348491931311
31,1996,81.0643092032928
31,1997,82.91854890092708
31,1998,169.61626641052757
31,1999,110.9045658732727
31,2000,141.03970634196446
31,2001,173.8584221923055
31,2002,85.6214073529563
31,2003,107.77115399618668
31,2004,102.99494177542513
31,2005,104.9509171488306
31,2006,84.19404702636488
31,2007,197.03507555186576
31,2008,170.96134500593797
31,2009,175.10604014371782
31,2010,128.3407788742435
31,2011,131.6677475155609
31,2012,125.48061400630705
31,2013,69.34840094466233
31,2014,117.39121817376295
32,1985,81.02604744297578
32,1986,45.1256900225339
32,1987,84.80132070948846
32,1988,55.20761911733328
32,1989,46.57366251206435
32,1990,52.08408308425244
32,1991,63.17224523537112
32,1992,52.76996518116709
32,1993,55.942036211058486
32,1994,89.85674708471922
32,1995,65.11593561670696
32,1996,91.79622823970159
32,1997,65.82341035570406
32,1998,68.22879983953405
32,1999,66.92204123263127
32,2000,83.91624062943127
32,2001,73.95891705358049
32,2002,63.387598550697895
32,2003,62.47024640129182
32,2004,58.797207769132974
32,2005,67.51149428813653
32,2006,43.27265153538648
32,2007,56.96256482154579
32,2008,31.12812109715575
32,2009,116.81618342994726
32,2010,75.21326112396014
32,2011,90.9684915549295
32,2012,103.93467993275694
32,2013,57.17566236765123
32,2014,64.4762962590481
33,1985,98.0846925680945
33,1986,149.19538036216534
33,1987,149.77553442116601
33,1988,132.65781866925795
33,1989,129.3931971924062
33,1990,131.82742843666264
33,1991,210.43543239376714
33,1992,166.58273539474067
33,1993,111.13125888485055
33,1994,234.8652862761909
33,1995,89.012722867041
33,1996,90.76497098616944
33,1997,90.87637022676927
33,1998,83.22289471565918
33,1999,103.28254631631808
33,2000,126.89663620082985
33,2001,121.13246070413874
33,2002,158.96246641138399
33,2003,122.01398161358762
33,2004,139.10238516727952
33,2005,88.98097494333797
33,2006,79.67796802239974
33,2007,133.70636423264477
33,2008,116.89348794740215
33,2009,154.41030557324987
33,2010,146.4779023008903
33,2011,141.95888186957933
33,2012,123.43530396615387
33,2013,91.88174461456381
33,2014,110.6967510177962
34,1985,67.9390503581685
34,1986,90.57602142526744
34,1987,87.42655327013681
34,1988,86.3987552075396
34,1989,84.82742875047546
34,1990,83.80580500171303
34,1991,54.08369385128957
34,1992,86.49243345196324
34,1993,106.35919945635465
34,1994,117.4735533339676
34,1995,80.87700334125283
34,1996,83.30099832646977
34,1997,95.53846351939444
34,1998,90.76104001538572
34,1999,84.26205107415342
34,2000,124.53956124502018
34,2001,85.73062118012304
34,2002,72.75063401804519
34,2003,61.260264611272454
34,2004,69.05896147604076
34,2005,68.99733068073793
34,2006,99.2400934500468
34,2007,88.03412460853151
34,2008,86.28221463309222
34,2009,73.97482815015873
34,2010,165.1701245054239
34,2011,91.58625240573546
34,2012,73.02156510739147
34,2013,52.547417946480195
34,2014,59.629498799324075
35,1985,91.87755543511341
35,1986,97.54878860106741
35,1987,130.7040834522663
35,1988,114.62993091972466
35,1989,87.63003871641133
35,1990,125.32763564125862
35,1991,109.89960012631668
35,1992,85.74566681769278
35,1993,93.0475957246569
35,1994,83.03112640361907
35,1995,144.32526021290022
35,1996,87.97603076810799
35,1997,101.0995257133576
35,1998,90.56196378749158
35,1999,160.12993352774168
35,2000,98.90075575434275
35,2001,84.47191780910069
35,2002,114.13759504759011
35,2003,137.77272385596194
35,2004,90.53015088248172
35,2005,98.47068380659196
35,2006,91.37533461621831
35,2007,69.64781241343995
35,2008,79.07511322038434
35,2009,85.14029176057505
